Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
20758127,What We See When We Read,Peter Mendelsund,"Mendelsund, Peter",,"=""0804171637""","=""9780804171632""",4,3.69,Vintage,Paperback,425,2014,2014,2016/01/01,2016/02/01,,,read,,,,1,,,0,,,,,
17329476,The War on Men,Suzanne Venker,"Venker, Suzanne",,"=""1938067185""","=""9781938067181""",3,3.83,WND Books,ebook,27,2013,2013,2016/01/01,2016/09/04,,,read,,,,1,,,0,,,,,
10361330,HTML and CSS: Design and Build Websites,Jon Duckett,"Duckett, Jon",,"=""1118008189""","=""9781118008188""",4,4.33,Wiley,Paperback,514,2011,2011,2016/01/01,2016/07/11,,,read,,,,1,,,0,,,,,
58314,The Elementary Particles,Michel Houellebecq,"Houellebecq, Michel",Frank Wynne,"=""0375727019""","=""9780375727016""",5,3.80,Vintage,Paperback,272,2001,1998,2016/01/01,2016/10/01,,,read,,,,1,,,0,,,,,
284066,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0679775439""","=""9780679775430""",2,4.16,Vintage International,Paperback,607,2002,1994,2016/01/01,2016/01/04,,,read,,,,1,,,0,,,,,
10034,The Age of Reason,Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""0679738959""","=""9780679738954""",5,3.98,Vintage International,Paperback,416,1992,1945,2016/01/01,2016/02/23,,,read,,,,1,,,0,,,,,
975187,The Woman in the Dunes,Kōbō Abe,"Abe, Kōbō","E. Dale Saunders, David Mitchell","=""""","=""""",2,3.92,Penguin,Paperback,240,2006,1962,2016/01/01,2016/08/18,,,read,,,,1,,,0,,,,,
48180,Hell,Henri Barbusse,"Barbusse, Henri",Robert Baldick,"=""1885983018""","=""9781885983015""",3,3.65,Turtle Point Press,Paperback,255,1995,1908,2016/01/01,2016/06/02,,,read,,,,1,,,0,,,,,
324245,Ravelstein,Saul Bellow,"Bellow, Saul",,"=""0141001763""","=""9780141001760""",4,3.63,Penguin Books,Paperback,233,2001,2000,2016/01/01,2016/10/10,,,read,,,,1,,,0,,,,,
11684851,Autoportrait,Édouard Levé,"Levé, Édouard",Lorin Stein,"=""1564787079""","=""9781564787071""",0,4.27,Dalkey Archive Press,Paperback,117,2012,2005,,2016/10/22,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
12510878,Traveler of the Century,Andrés Neuman,"Neuman, Andrés","Nick Caistor, Lorenza García","=""0374119392""","=""9780374119393""",0,3.83,"Farrar, Straus and Giroux",Hardcover,576,2012,2009,,2016/10/22,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
24836,The Floating Opera and The End of the Road,John Barth,"Barth, John",,"=""0385240899""","=""9780385240895""",0,4.02,Anchor Books,Paperback,442,1997,1958,,2016/09/24,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
395058,The Recognitions,William Gaddis,"Gaddis, William",William H. Gass,"=""0140187081""","=""9780140187083""",0,4.19,Penguin Classics,Paperback,976,1993,1955,,2016/09/15,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
910352,Picture This: How Pictures Work,Molly Bang,"Bang, Molly",,"=""0613300912""","=""9780613300919""",4,4.14,Turtleback Books,Hardcover,96,2000,1991,,2016/08/21,,,read,,,,1,,,0,,,,,
322255,The Following Story,Cees Nooteboom,"Nooteboom, Cees",Ina Rilke,"=""015600254X""","=""9780156002547""",0,3.67,Mariner Books,Paperback,128,1996,1991,,2016/07/29,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
68687,A Different Sea,Claudio Magris,"Magris, Claudio",,"=""0807613460""","=""9780807613467""",0,3.54,George Braziller,Unknown Binding,112,2011,1991,,2016/07/29,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
119512,The Melancholy of Resistance,László Krasznahorkai,"Krasznahorkai, László",George Szirtes,"=""0811215040""","=""9780811215046""",0,4.15,New Directions,Paperback,314,2002,1989,,2016/07/01,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
297267,The Poetics of Reverie,Gaston Bachelard,"Bachelard, Gaston",Daniel Russell,"=""0807064130""","=""9780807064139""",0,4.23,Beacon Press,Paperback,228,1971,1960,,2016/07/01,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",3,4.35,Beacon Press,Paperback,165,2006,1946,,2016/06/15,,,read,,,,1,,,0,,,,,
11446,"Will You Please Be Quiet, Please?",Raymond Carver,"Carver, Raymond",,"=""0099449897""","=""9780099449898""",0,4.24,Vintage Random House ,Paperback,181,2003,1976,,2016/05/25,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
22750625,Lying Under the Apple Tree,Alice Munro,"Munro, Alice",,"=""""","=""""",2,4.04,Vintage Digital,Kindle Edition,448,2014,2011,,2015/05/14,,,read,,,,1,,,0,,,,,
541024,More Than Human,Theodore Sturgeon,"Sturgeon, Theodore",,"=""0375703713""","=""9780375703713""",0,3.97,Vintage,Paperback,186,1999,1953,,2016/05/09,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
10557075,The Adulterous Woman,Albert Camus,"Camus, Albert",Justin O'Brien,"=""0141195843""","=""9780141195841""",3,3.60,Penguin Classics,Paperback,80,2011,1957,,2014/02/07,,,read,,,,1,,,0,,,,,
17574849,The Guest Cat,Takashi Hiraide,"Hiraide, Takashi",Eric Selland,"=""0811221504""","=""9780811221504""",4,3.54,New Directions,Paperback,140,2014,2001,,2015/12/26,,,read,,,,1,,,0,,,,,
10464340,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""1407230034""","=""9781407230030""",4,4.15,Gollancz,Paperback,218,,1966,2015/11/24,2015/11/22,,,read,,,,1,,,0,,,,,
3423431,"Carnets, 1930 1944",Henry de Montherlant,"Montherlant, Henry de",,"=""207024587X""","=""9782070245871""",5,4.17,,,,,,,2015/10/27,,,read,,,,1,,,0,,,,,
10571801,Snow Country,Yasunari Kawabata,"Kawabata, Yasunari",Edward G. Seidensticker,"=""0141192593""","=""9780141192598""",4,3.66,Penguin Books,Paperback,121,2011,1948,2015/01/17,2014/12/30,,,read,,,,1,,,0,,,,,
20384909,"Above the Fold, Revised Edition",Brian D. Miller,"Miller, Brian D.",,"=""1440336660""","=""9781440336669""",4,3.80,HOW Books,Paperback,272,2014,2014,,2015/08/22,,,read,,,,1,,,0,,,,,
14031,Palm-of-the-Hand Stories,Yasunari Kawabata,"Kawabata, Yasunari","Lane Dunlop, J. Martin Holman","=""0374530491""","=""9780374530495""",2,3.96,"Farrar, Straus and Giroux",Paperback,288,2006,1971,2015/07/14,2013/10/19,,,read,,,,1,,,0,,,,,
88846,The Unquiet Grave: A Word Cycle by Palinurus,Cyril Connolly,"Connolly, Cyril",,"=""0892550589""","=""9780892550586""",0,3.95,Persea,Paperback,160,2005,1944,,2015/05/20,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
184882,The Space of Literature,Maurice Blanchot,"Blanchot, Maurice",Ann Smock,"=""080326092X""","=""9780803260924""",5,4.33,University of Nebraska Press,Paperback,279,1989,1955,,2015/04/18,,,read,,,,1,,,0,,,,,
18830,London Fields,Martin Amis,"Amis, Martin",,"=""0099748614""","=""9780099748618""",4,3.71,Vintage,Paperback,526,2003,1989,,2014/12/08,,,read,,,,1,,,0,,,,,
16096926,Scrisorar,Mikhail Shishkin,"Shishkin, Mikhail","Mihail Šiškin, Antoaneta Olteanu","=""""","=""9786065883369""",3,4.07,Curtea Veche,Paperback,352,2012,2005,,2013/02/11,,,read,,,,1,,,0,,,,,
147493,Impossible Object,Nicholas Mosley,"Mosley, Nicholas",,"=""1564784657""","=""9781564784650""",0,4.15,Dalkey Archive Press,Paperback,219,2006,1968,,2015/01/17,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
138110,The Ice Palace,Tarjei Vesaas,"Vesaas, Tarjei","Elizabeth Rokkan, Kirsti Baggethun, Mª Asunción Lorenzo","=""0720611229""","=""9780720611229""",0,3.93,Peter Owen Publishers,Paperback,176,2002,1963,,2015/01/17,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
23380012,The Lady of the Camellias,Alexandre Dumas fils,"fils, Alexandre Dumas",,"=""""","=""""",2,4.01,Alexandre Dumas-fils,Kindle Edition,219,2014,1848,,2014/12/31,,,read,,,,1,,,0,,,,,
19017580,Invitation to a Beheading,Vladimir Nabokov,"Nabokov, Vladimir",Dmitri Nabokov,"=""""","=""""",4,3.90,Penguin,Kindle Edition,196,2012,1938,,2014/12/30,,,read,,,,1,,,0,,,,,
4794097,On Cats,Doris Lessing,"Lessing, Doris",,"=""0061672246""","=""9780061672248""",3,3.86,Harper,Hardcover,256,2008,1967,,2014/12/28,,,read,,,,1,,,0,,,,,
1524741,Old French Fairy Tales,Comtesse de Ségur,"Ségur, Comtesse de",Virginia Frances Sterrett,"=""1410105695""","=""9781410105691""",5,3.97,Fredonia Books (NL),Paperback,292,2004,1856,,2014/12/28,,,read,,,,1,,,0,,,,,
1358981,Here We Are,Dorothy Parker,"Parker, Dorothy",,"=""""","=""""",3,3.66,,Unknown Binding,,,1931,,2014/10/19,,,read,,,,1,,,0,,,,,
10775,The Garden of Eden,Ernest Hemingway,"Hemingway, Ernest",,"=""0684804522""","=""9780684804521""",4,3.73,Scribner ,Paperback,248,2003,1986,,2014/12/19,,,read,,,,1,,,0,,,,,
12250262,As leprosas,Henry de Montherlant,"Montherlant, Henry de",,"=""406452240""","=""""",5,3.96,,,,,1939,,2012/12/30,,,read,,,,1,,,0,,,,,
316046,"Visual Grammar: A Design Handbook (Visual Design Book for Designers, Book on Visual Communication)",Christian Leborg,"Leborg, Christian",,"=""1568985819""","=""9781568985817""",4,3.93,Princeton Architectural Press,Paperback,96,2006,2004,,2014/11/16,,,read,,,,1,,,0,,,,,
10641673,The Castle,Franz Kafka,"Kafka, Franz",Idris Parry,"=""0141197552""","=""9780141197555""",5,3.96,Penguin Classics,Paperback,280,2000,1926,,2014/11/02,,,read,,,,1,,,0,,,,,
822733,The Trial,Franz Kafka,"Kafka, Franz",Idris Parry,"=""0141182903""","=""9780141182902""",5,3.96,Penguin Books,Paperback,208,2000,1925,,2014/11/02,,,read,,,,1,,,0,,,,,
838900,The Fountainhead,Ayn Rand,"Rand, Ayn",,"=""0141188626""","=""9780141188621""",5,3.87,Penguin Classics,Paperback,727,2007,1943,2014/10/19,2014/10/19,,,read,,,,1,,,0,,,,,
2563331,The Ladies of the Corridor,Dorothy Parker,"Parker, Dorothy","Arnaud d'Usseau, Marion Meade","=""0143105310""","=""9780143105312""",0,3.94,Penguin Classics,Paperback,144,2008,1954,,2014/10/12,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
8642815,Irretrievable,Theodor Fontane,"Fontane, Theodor","Douglas Parmée, Phillip Lopate","=""1590173740""","=""9781590173749""",0,3.68,NYRB Classics,Paperback,274,2011,1891,,2014/09/30,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
79550,The Summer Book,Tove Jansson,"Jansson, Tove","Esther Freud, Thomas Teal","=""0954221710""","=""9780954221713""",4,4.07,Sort of Books,Paperback,172,2003,1972,,2013/10/15,,,read,,,,1,,,0,,,,,
17174476,Geometry Makes Me Happy,Index Books,"Books, Index",,"=""8415308396""","=""9788415308393""",5,4.83,Index Book,Paperback,192,2013,2013,,2014/07/03,,,read,,,,1,,,0,,,,,
32590,Pan,Knut Hamsun,"Hamsun, Knut",Sverre Lyngstad,"=""0141180676""","=""9780141180670""",0,3.89,Penguin Classics,Paperback,181,1998,1894,,2014/06/21,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
18212180,Silja,Frans Emil Sillanpää,"Sillanpää, Frans Emil",,"=""""","=""9789731247526""",0,3.49,Art,Hardcover,248,2012,1931,,2014/04/26,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
15059456,The Silent Crossing,Pascal Quignard,"Quignard, Pascal",Chris     Turner,"=""0857420771""","=""9780857420770""",5,4.22,Seagull Books,Hardcover,296,2013,2009,,2014/04/20,,,read,,,,1,,,0,,,,,
325485,Finding Your Way Without Map or Compass,Harold Gatty,"Gatty, Harold",James H. Doolittle,"=""048640613X""","=""9780486406138""",0,3.94,Dover Publications,Paperback,288,1998,1958,,2014/03/24,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
263985,The Possibility of an Island,Michel Houellebecq,"Houellebecq, Michel",,"=""0307275213""","=""9780307275219""",5,3.81,Vintage,Paperback,352,2007,2005,,2014/02/18,,,read,,,,1,,,0,,,,,
76527,"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne,"Sterne, Laurence","Melvyn New, Christopher Ricks","=""0141439777""","=""9780141439778""",0,3.73,Penguin Classics,Paperback,735,2003,1759,,2014/02/15,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
17202467,In Search of the Essence of Place,Petr Král,"Král, Petr",,"=""""","=""""",0,4.00,Pushkin Press,Paperback,286,,2012,,2014/02/12,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
12556356,Fragmente dintr-un carnet găsit,Mihail Sebastian,"Sebastian, Mihail",,"=""973500917x""","=""""",5,3.77,Humanitas,Paperback,80,2005,1932,,2013/06/04,,,read,,,,1,,,0,,,,,
7963189,Le bleu est une couleur chaude,Julie Maroh,"Maroh, Julie",Glenat,"=""272346783X""","=""9782723467834""",3,3.92,Glénat,Paperback,157,2010,2010,,2014/01/07,,,read,,,,1,,,0,,,,,
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Clarence Brown,"=""0140185852""","=""9780140185850""",0,3.91,Penguin Classics,Paperback,255,1993,1920,,2013/12/29,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
148298,Husband and Wife,Zeruya Shalev,"Shalev, Zeruya",Dalya Bilu,"=""0802140092""","=""9780802140098""",5,3.87,Grove Press,Paperback,320,2003,2000,,2013/12/29,,,read,,,,1,,,0,,,,,
237118,Tales of Moonlight and Rain,Ueda Akinari,"Akinari, Ueda",Anthony H. Chambers,"=""0231139128""","=""9780231139120""",0,3.87,Columbia University Press,Hardcover,235,2006,1776,,2013/11/30,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
125500,Mysteries of the Rectangle: Essays on Painting,Siri Hustvedt,"Hustvedt, Siri",,"=""1568986181""","=""9781568986180""",3,4.20,Princeton Architectural Press,Paperback,204,2006,2005,,2013/04/12,,,read,,,,1,,,0,,,,,
12188,Strong Opinions,Vladimir Nabokov,"Nabokov, Vladimir",,"=""0679726098""","=""9780679726098""",4,3.99,Vintage,Paperback,368,1990,1973,,2013/01/21,,,read,,,,1,,,0,,,,,
456933,"""Hey, Whipple, Squeeze This"": A Guide to Creating Great Ads",Luke Sullivan,"Sullivan, Luke",,"=""0471293393""","=""9780471293392""",5,4.21,Wiley,Paperback,272,1998,1998,,2013/11/30,,,read,,,,1,,,0,,,,,
126907,Words,Jean-Paul Sartre,"Sartre, Jean-Paul",Irene Clephane,"=""0141183462""","=""""",5,3.77,Penguin Classics,Paperback,158,2000,1963,,2013/11/30,,,read,,,,1,,,0,,,,,
1840284,Imagination as Space of Freedom: Dialogue Between the Ego and the Unconscious,Verena Kast,"Kast, Verena",,"=""0880642025""","=""9780880642026""",0,4.38,Fromm International,Hardcover,201,1993,1993,,2013/11/29,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
1604447,John Gabriel Borkman,Henrik Ibsen,"Ibsen, Henrik",,"=""1434629783""","=""9781434629784""",2,3.75,BiblioLife,Paperback,,2007,1896,,2013/11/25,,,read,,,,1,,,0,,,,,
2136,Specimen Days,Michael Cunningham,"Cunningham, Michael",,"=""0312425023""","=""9780312425029""",4,3.58,Picador USA,Paperback,336,2006,2005,,2013/11/23,,,read,,,,1,,,0,,,,,
378,The Phantom Tollbooth,Norton Juster,"Juster, Norton",Jules Feiffer,"=""0394820371""","=""9780394820378""",4,4.17,Random House Bullseye Books,Paperback,256,1996,1961,,2013/11/12,,,read,,,,1,,,0,,,,,
3035584,Cien años de soledad y un homenaje: Discursos de Gabriel García Márquez y Carlos Fuentes,Gabriel García Márquez,"Márquez, Gabriel García",Carlos Fuentes,"=""9681685121""","=""9789681685126""",3,4.49,Fondo De Cultura Economica USA,Paperback,39,2007,2007,,2011/03/07,,,read,,,,1,,,0,,,,,
18365785,Femeia și străinul,Mika Waltari,"Waltari, Mika",,"=""""","=""""",5,4.03,Editura pentru literatura universala,Paperback,373,1969,1937,,2013/10/19,,,read,,,,1,,,0,,,,,
16200517,Gustul femeilor urate,Richard Millet,"Millet, Richard",,"=""""","=""9789737071033""",4,3.13,Trei,Paperback,176,,2005,,2013/10/13,,,read,,,,1,,,0,,,,,
847735,The Other Side,Alfred Kubin,"Kubin, Alfred",Mike Mitchell,"=""1873982690""","=""9781873982693""",0,3.82,Dedalus,Paperback,320,2000,1909,,2013/10/17,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
93111,Paris Peasant,Louis Aragon,"Aragon, Louis",Simon Watson Taylor,"=""1878972103""","=""9781878972101""",0,3.81,Exact Change,Paperback,228,2011,1926,,2013/10/15,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
18519877,i'm not sorry i like you better,Liviu Oros,"Oros, Liviu",,"=""""","=""""",5,4.62,,Kindle Edition,,2013,2013,,2013/09/24,,,read,,,,1,,,0,,,,,
211855,A Night of Serious Drinking,René Daumal,"Daumal, René",,"=""0715632752""","=""9780715632758""",0,3.90,"Gerald Duckworth & Company, Ltd.",Paperback,121,2004,1938,,2013/09/17,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
101668,Mount Analogue,René Daumal,"Daumal, René",,"=""0715633791""","=""9780715633793""",3,4.15,Gerald Duckworth & Co Ltd,Paperback,120,2005,1952,,2013/09/15,,,read,,,,1,,,0,,,,,
808172,Despre limită,Gabriel Liiceanu,"Liiceanu, Gabriel",,"=""9732805404""","=""9789732805404""",3,3.92,Humanitas,Paperback,198,,1994,,2013/08/25,,,read,,,,1,,,0,,,,,
1835482,Villa Amalia,Pascal Quignard,"Quignard, Pascal",,"=""2070347060""","=""9782070347063""",5,3.46,Gallimard Education,Paperback,300,2007,2006,,2013/08/20,,,read,,,,1,,,0,,,,,
16054555,Umbre rătăcitoare,Pascal Quignard,"Quignard, Pascal",Emanoil Marcu,"=""9735007649""","=""""",4,4.04,Humanitas,Paperback,168,2004,2002,,2013/08/07,,,read,,,,1,,,0,,,,,
9550,In Praise of Shadows,Jun'ichirō Tanizaki,"Tanizaki, Jun'ichirō","Thomas J. Harper, Edward G. Seidensticker","=""0099283573""","=""9780099283577""",4,4.09,Vintage Classics,Paperback,73,2001,1933,,2013/08/18,,,read,,,,1,,,0,,,,,
10219363,Lovitura de gratie,Marguerite Yourcenar,"Yourcenar, Marguerite",,"=""9735017798""","=""9789735017798""",5,3.70,Editura Humanitas,Paperback,144,2007,1939,,2013/08/03,,,read,,,,1,,,0,,,,,
44897,"The Art of Writing Advertising: Conversations with Masters of the Craft: David Ogilvy, William Bernbach, Leo Burnett, Rosser Reeves,",Denis Higgins,"Higgins, Denis",,"=""0071410937""","=""0639785381891""",3,4.04,McGraw-Hill,Paperback,125,2003,1968,,2013/07/21,,,read,,,,1,,,0,,,,,
10780323,Ce ne spunem când nu ne vorbim,Chris Simion,"Simion, Chris",,"=""""","=""9789737074294""",3,3.62,Trei,Paperback,256,2011,2011,,2013/07/19,,,read,,,,1,,,0,,,,,
10964693,The Marriage Plot,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0374203059""","=""9780374203054""",3,3.45,"Farrar, Straus and Giroux",Hardcover,406,2011,2011,,2012/12/30,,,read,,,,1,,,0,,,,,
10223697,The Summer Without Men,Siri Hustvedt,"Hustvedt, Siri",,"=""0312570600""","=""9780312570606""",4,3.42,Picador,Paperback,182,2011,2011,,2013/07/12,,,read,,,,1,,,0,,,,,
277,Writing,Marguerite Duras,"Duras, Marguerite",,"=""1571290532""","=""9781571290533""",0,3.72,Brookline Books,Paperback,91,1999,1993,,2013/05/27,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
15694,The First Man,Albert Camus,"Camus, Albert",David Hapgood,"=""0783816014""","=""9780783816012""",5,3.97,Thorndike Press,Paperback,359,1996,1994,,2013/07/11,,,read,,,,1,,,0,,,,,
184880,The Infinite Conversation,Maurice Blanchot,"Blanchot, Maurice",Susan Hanson,"=""0816619700""","=""9780816619702""",0,4.44,University of Minnesota Press,Paperback,476,1993,1969,,2013/05/18,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
5130,Island,Aldous Huxley,"Huxley, Aldous",,"=""0060085495""","=""9780060085490""",4,3.83,Harper Perennial Classics,Paperback,354,2002,1962,,2013/04/08,,,read,,,,1,,,0,,,,,
123933,No Exit,Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""0573613052""","=""9780573613050""",5,4.15,"Samuel French, Inc.",Paperback,60,2010,1947,,2013/03/28,,,read,,,,1,,,0,,,,,
17184,The Invisible Man,H.G. Wells,"Wells, H.G.",,"=""0451528522""","=""9780451528520""",4,3.64,Signet Classics,Paperback,192,2002,1897,,2013/03/23,,,read,,,,1,,,0,,,,,
87280,Too Loud a Solitude,Bohumil Hrabal,"Hrabal, Bohumil",Michael Henry Heim,"=""0349102627""","=""9780349102627""",3,4.04,Abacus,Paperback,98,2007,1976,,2013/03/23,,,read,,,,1,,,0,,,,,
2449877,"Reborn: Journals and Notebooks, 1947-1963",Susan Sontag,"Sontag, Susan",David Rieff,"=""0374100748""","=""9780374100742""",4,3.99,"Farrar, Straus and Giroux",Hardcover,318,2008,,,2012/12/30,,,read,,,,1,,,0,,,,,
16150573,Lappin and Lappinova,Virginia Woolf,"Woolf, Virginia",,"=""""","=""""",3,3.53,Feedbooks,ebook,12,,1939,,2013/03/13,,,read,,,,1,,,0,,,,,
757478,"El amor, las mujeres y la muerte",Arthur Schopenhauer,"Schopenhauer, Arthur",,"=""0084716626""","=""""",3,3.77,Edaf,,,2007,1819,,2013/03/01,,,read,,,,1,,,0,,,,,
829647,Serious Creativity: Using The Power Of Lateral Thinking To Create New Ideas,Edward de Bono,"Bono, Edward de",,"=""0006379583""","=""9780006379584""",5,3.86,HarperCollins Publishers,Unknown Binding,,1996,1992,,2013/02/26,,,read,,,,1,,,0,,,,,
11623,The Unabridged Journals of Sylvia Plath,Sylvia Plath,"Plath, Sylvia",Karen V. Kukil,"=""0385720254""","=""9780385720250""",3,4.18,Anchor,Paperback,732,2000,2000,,2013/02/26,,,read,,,,1,,,0,,,,,
1158876,Philosophy of Branding: Great Philosophers Think Brands,Thom Braun,"Braun, Thom",,"=""0749441933""","=""9780749441937""",5,3.22,Kogan Page,Hardcover,176,2004,2004,,2013/02/24,,,read,,,,1,,,0,,,,,
534755,A Technique for Producing Ideas,James Webb Young,"Young, James Webb",,"=""0071410945""","=""0639785381914""",5,4.06,McGraw-Hill Education,Paperback,64,2003,1940,,2013/02/24,,,read,,,,1,,,0,,,,,
1436587,Beyond Branding: How the New Values of Transparency and Integrity Are Changing the World of Brands,Nicholas Ind,"Ind, Nicholas","Thomas Gad, Chris MacRae","=""0749441151""","=""9780749441159""",4,4.00,Kogan Page,Hardcover,236,2004,2003,,2013/02/24,,,read,,,,1,,,0,,,,,
51091,The Wisdom of the Heart,Henry Miller,"Miller, Henry",,"=""0811201163""","=""9780811201162""",5,4.01,New Directions,Paperback,250,1960,1941,,2013/02/02,,,read,,,,1,,,0,,,,,
13017363,Tre Diari,Ingmar Bergman,"Bergman, Ingmar","Maria von Rosen, Renato Zatti","=""8870911608""","=""9788870911602""",5,4.00,Iperborea,Paperback,272,2008,2004,,2013/02/10,,,read,,,,1,,,0,,,,,
11158551,Branding pe frontul de est,Aneta Bogdan,"Bogdan, Aneta",,"=""""","=""9789730092806""",3,3.98,Brandient,Hardcover,280,2010,2010,,2013/02/09,,,read,,,,1,,,0,,,,,
60364,Someone to Run With,David Grossman,"Grossman, David","Vered Almog, Maya Gurantz","=""031242194X""","=""9780312421946""",3,4.13,Picador,Paperback,343,2005,1983,,2013/01/30,,,read,,,,1,,,0,,,,,
6369945,Designing Brand Identity: An Essential Guide for the Entire Branding Team,Alina Wheeler,"Wheeler, Alina",,"=""0470401427""","=""9780470401422""",5,4.13,John Wiley & Sons,Hardcover,310,2009,2003,,2013/02/09,,,read,,,,1,,,0,,,,,
9308676,K.I.S.S Guide To Selling,Ken Lloyd,"Lloyd, Ken",,"=""0751312444""","=""9780751312447""",4,3.75,Dorling Kindersley,,352,2001,2001,,2013/02/09,,,read,,,,1,,,0,,,,,
58169,"Catching the Big Fish: Meditation, Consciousness, and Creativity",David Lynch,"Lynch, David",,"=""1585425400""","=""9781585425402""",4,3.72,Tarcherperigee,Hardcover,181,2007,2006,,2013/02/09,,,read,,,,1,,,0,,,,,
1787824,Complexity and Postmodernism: Understanding Complex Systems,Paul Cilliers,"Cilliers, Paul",,"=""0415152879""","=""9780415152877""",4,3.87,Routledge,Paperback,,1998,1998,,2013/02/09,,,read,,,,1,,,0,,,,,
16640,The Sorrows of Young Werther,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",Burton Pike,"=""0812969901""","=""9780812969900""",3,3.68,Modern Library,Paperback,149,2005,1774,,2013/01/27,,,read,,,,1,,,0,,,,,
380994,A Lover's Discourse: Fragments,Roland Barthes,"Barthes, Roland","Richard Howard, Wayne Koestenbaum","=""0374521611""","=""9780374521615""",5,4.37,Hill and Wang,Paperback,234,1979,1977,,2012/12/30,,,read,,,,1,,,0,,,,,
234225,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",Domingo Santos,"=""0340839937""","=""9780340839935""",5,4.23,Hodder & Stoughton,Paperback,604,2006,1965,,2011/03/07,,,read,,,,1,,,0,,,,,
